employee_id,employee_name,age,gender,department,job_role,education,location,hire_date,years_at_company,manager_id,attendance_date,attendance_status,check_in,check_out,late_minutes,working_hours,gps_checkin,face_recognition,biometric_status,qr_checkin,shift_type,overtime_hours,shift_swap_requested,leave_type,leave_days_taken,leave_balance,leave_approval,timesheet_hours,project_hours,billable_hours,basic_salary,bonus,deduction,net_salary,kpi_score,goal_completion_percent,productivity_score,performance_rating,training_hours,skill,skill_gap_score,engagement_score,sentiment,attrition_status,attrition_risk_score,absenteeism_risk,workforce_forecast_need,manager_alert,hr_alert,work_anniversary,birthday_month
EMP00838,Employee_838,21,Male,HR,Specialist,B.Tech,Chennai,2024-05-09,4,MGR020,2026-08-01,Present,09:09,18:33,0,8.1,Yes,Failed,Success,Yes,Evening,4.2,Yes,,13,20,Rejected,8.9,5.8,7.2,28756,290,3782,25264,63,64,83,5,29,AWS,84,90,Positive,No,84,41,High,Performance,,2026-05-09,10
EMP01791,Employee_1791,33,Male,Finance,Executive,B.Tech,Hyderabad,2019-06-22,14,MGR058,2026-08-01,Present,09:46,19:06,0,8.9,Yes,Verified,Success,Yes,Morning,2.3,No,Sick,3,7,Pending,6.5,4.1,3.9,108348,9000,2312,115036,89,74,82,4,72,Excel,89,76,Positive,No,41,90,Low,Performance,Attrition,2026-06-22,5
EMP00305,Employee_305,23,Male,Finance,Manager,Bachelor,Bangalore,2020-10-15,20,MGR032,2026-08-01,Present,08:47,18:52,0,9.4,Yes,Failed,Success,Yes,Morning,3.4,No,,16,2,Approved,7.5,6.8,6.4,90732,13039,7944,95827,51,40,97,2,69,Power BI,12,87,Negative,No,60,24,High,Leave,Payroll,2026-10-15,7
EMP01366,Employee_1366,35,Male,Marketing,Specialist,B.Tech,Delhi,2024-07-10,4,MGR013,2026-08-01,Present,09:00,18:54,0,8.6,Yes,Verified,Success,Yes,Night,6.2,No,Earned,15,13,Rejected,6.0,6.0,7.8,99237,3115,8289,94063,77,85,78,2,40,Power BI,16,66,Positive,No,49,76,Low,Leave,Compliance,2026-07-10,11
EMP01558,Employee_1558,49,Male,IT,Manager,MBA,Chennai,2022-12-17,1,MGR050,2026-08-01,Present,08:47,20:33,0,7.5,Yes,Verified,Failed,Yes,Night,2.8,No,Earned,8,12,Rejected,8.0,6.2,6.8,121641,18944,5882,134703,68,88,83,3,36,SQL,22,45,Positive,No,40,36,High,Performance,,2026-12-17,6
EMP00314,Employee_314,43,Male,Finance,Executive,MCA,Chennai,2023-09-02,2,MGR073,2026-08-01,WFH,09:05,18:58,0,7.3,Yes,Failed,Success,Yes,Morning,1.8,No,,5,24,Approved,8.4,4.9,4.2,65784,8970,9184,65570,55,96,96,2,31,Java,87,81,Positive,No,26,39,Low,Performance,Payroll,2026-09-02,3
EMP00150,Employee_150,40,Female,HR,Specialist,Bachelor,Chennai,2024-08-22,19,MGR049,2026-08-01,Present,10:41,20:03,74,7.3,Yes,Verified,Failed,Yes,Night,4.5,Yes,Casual,10,21,Approved,7.4,5.2,5.7,132744,14588,2886,144446,78,52,63,2,40,Java,72,90,Negative,No,48,55,High,Leave,,2026-08-22,10
EMP01149,Employee_1149,25,Female,Sales,Engineer,B.Tech,Delhi,2020-12-12,10,MGR001,2026-08-01,Present,09:03,19:43,0,7.3,Yes,Failed,Success,Yes,Evening,2.8,Yes,,18,25,Approved,8.8,4.4,5.2,125521,16159,7319,134361,78,48,51,3,61,AWS,74,46,Neutral,No,45,94,Medium,Performance,Attrition,2026-12-12,2
EMP01214,Employee_1214,42,Female,HR,Coordinator,Bachelor,Hyderabad,2020-07-04,20,MGR078,2026-08-01,WFH,08:22,20:43,0,8.9,Yes,Verified,Success,Yes,Night,2.7,No,,20,12,Approved,8.8,8.0,6.9,88919,16099,2473,102545,93,98,99,4,2,HRMS,23,75,Negative,No,75,11,Medium,Performance,Attrition,2026-07-04,1
EMP00575,Employee_575,39,Male,Support,Manager,MCA,Hyderabad,2018-09-08,14,MGR024,2026-08-01,Present,09:10,20:11,0,8.0,Yes,Verified,Failed,Yes,Night,4.4,No,Casual,7,28,Pending,6.6,6.1,3.8,126753,6085,7246,125592,52,68,76,2,54,Java,17,40,Neutral,No,93,48,High,Late,Compliance,2026-09-08,8
EMP00051,Employee_51,54,Male,Marketing,Manager,B.Tech,Delhi,2019-09-13,12,MGR041,2026-08-01,WFH,09:29,20:21,0,8.6,Yes,Failed,Failed,Yes,Night,2.2,No,Earned,19,6,Approved,6.8,5.2,7.6,139401,2040,2262,139179,69,89,68,5,26,SAP,40,70,Neutral,No,81,92,Medium,Leave,,2026-09-13,10
EMP01553,Employee_1553,38,Female,Sales,Manager,Bachelor,Bangalore,2020-11-27,13,MGR062,2026-08-01,Present,10:51,20:46,63,7.8,Yes,Failed,Success,Yes,Evening,5.7,No,Casual,8,11,Approved,6.6,5.0,7.6,148679,14045,6082,156642,76,50,86,2,27,Excel,38,82,Negative,No,51,54,Medium,,Payroll,2026-11-27,12
EMP00727,Employee_727,37,Male,Operations,Specialist,Master,Hyderabad,2018-06-18,5,MGR014,2026-08-01,Present,08:56,19:36,0,8.4,Yes,Verified,Success,Yes,Night,8.1,Yes,Casual,2,2,Rejected,6.9,5.9,3.2,138527,12621,3097,148051,55,45,68,4,51,SQL,25,55,Positive,No,52,82,Medium,Leave,Compliance,2026-06-18,1
EMP00834,Employee_834,25,Female,Operations,Analyst,MCA,Pune,2019-03-19,6,MGR032,2026-08-01,Present,09:19,18:54,0,7.1,Yes,Verified,Success,Yes,Night,6.7,No,Sick,16,9,Rejected,7.6,6.1,3.2,127413,865,9502,118776,91,50,65,2,59,AWS,76,86,Positive,Yes,83,63,Low,Late,Payroll,2026-03-19,9
EMP01378,Employee_1378,39,Female,Finance,Specialist,MBA,Chennai,2018-02-13,19,MGR012,2026-08-01,Present,09:54,20:26,0,8.6,Yes,Failed,Success,Yes,Night,0.0,No,Sick,19,19,Rejected,6.6,4.7,3.3,90629,1310,6882,85057,87,49,60,5,48,HRMS,64,70,Positive,No,92,87,Low,Performance,Payroll,2026-02-13,6
EMP01116,Employee_1116,38,Male,Finance,Specialist,Bachelor,Hyderabad,2024-08-28,15,MGR011,2026-08-01,Present,09:35,20:54,0,7.1,Yes,Verified,Success,Yes,Evening,1.8,Yes,,12,28,Pending,8.2,7.7,6.2,47422,10259,1392,56289,86,100,70,2,78,HRMS,7,93,Positive,No,71,51,High,Late,Payroll,2026-08-28,8
EMP01167,Employee_1167,31,Male,IT,Specialist,Bachelor,Bhubaneswar,2018-06-24,6,MGR058,2026-08-01,WFH,08:11,18:54,0,8.7,Yes,Failed,Success,Yes,Night,6.7,No,,14,2,Pending,7.2,5.6,7.2,124318,10612,1055,133875,65,92,75,3,4,SAP,63,49,Neutral,Yes,30,4,High,Leave,Payroll,2026-06-24,1
EMP00471,Employee_471,26,Female,Operations,Coordinator,Bachelor,Bangalore,2023-05-11,19,MGR069,2026-08-01,Present,09:35,19:13,0,8.3,Yes,Verified,Success,Yes,Night,3.1,Yes,,1,16,Rejected,6.8,5.5,2.3,39862,2306,7773,34395,81,40,53,4,3,Java,17,59,Negative,No,84,32,Low,,Payroll,2026-05-11,7
EMP00972,Employee_972,39,Male,IT,Engineer,Master,Bhubaneswar,2018-07-10,12,MGR002,2026-08-01,Present,10:55,20:55,67,9.1,Yes,Verified,Success,Yes,Night,3.2,Yes,Casual,16,4,Rejected,8.2,5.4,6.3,137859,17868,3311,152416,74,50,73,2,18,Python,20,45,Positive,No,24,12,Medium,Performance,Payroll,2026-07-10,12
EMP00654,Employee_654,57,Male,Sales,Specialist,Bachelor,Bangalore,2020-05-08,17,MGR049,2026-08-01,Present,09:20,19:06,0,9.6,Yes,Verified,Success,Yes,Morning,4.5,Yes,Casual,6,25,Rejected,6.3,6.7,7.6,80766,2011,7832,74945,51,48,69,2,59,Python,20,99,Negative,No,81,83,Low,Leave,,2026-05-08,2
EMP00400,Employee_400,23,Male,Finance,Analyst,Master,Bangalore,2019-08-06,13,MGR073,2026-08-01,Present,09:51,18:27,0,8.6,Yes,Verified,Success,Yes,Morning,7.2,Yes,Casual,2,27,Approved,6.8,5.9,2.4,61144,12923,3608,70459,79,98,60,5,63,SQL,10,82,Neutral,No,53,78,High,Leave,Attrition,2026-08-06,5
EMP00512,Employee_512,33,Male,Support,Coordinator,B.Tech,Delhi,2023-07-26,12,MGR060,2026-08-01,Present,08:41,19:25,0,7.1,Yes,Failed,Success,Yes,Morning,2.4,Yes,Casual,4,13,Pending,8.7,4.9,6.8,44617,10075,1200,53492,99,51,58,2,56,HRMS,86,88,Positive,No,68,43,High,Performance,Attrition,2026-07-26,6
EMP00321,Employee_321,37,Female,Finance,Coordinator,MBA,Bhubaneswar,2023-03-19,17,MGR035,2026-08-01,Present,09:22,19:01,0,8.3,Yes,Verified,Failed,Yes,Morning,6.9,Yes,Sick,14,23,Approved,7.6,5.6,3.1,31563,19638,6050,45151,84,46,58,4,18,SAP,55,97,Neutral,No,54,58,High,Late,Attrition,2026-03-19,1
EMP00020,Employee_20,59,Male,Support,Specialist,B.Tech,Pune,2024-04-24,14,MGR039,2026-08-01,Absent,09:27,19:36,0,8.9,Yes,Failed,Failed,Yes,Morning,4.7,Yes,Casual,2,8,Rejected,6.2,5.0,5.3,40525,18286,6818,51993,60,40,76,3,57,SAP,37,42,Positive,No,46,90,Medium,Performance,,2026-04-24,11
EMP00685,Employee_685,43,Male,Operations,Coordinator,Master,Bhubaneswar,2020-11-16,19,MGR056,2026-08-01,Present,09:12,20:28,0,8.9,Yes,Verified,Success,Yes,Morning,5.3,Yes,Sick,7,4,Rejected,7.3,4.9,8.0,133554,2892,595,135851,96,95,72,2,3,SQL,51,91,Neutral,No,64,61,High,,Attrition,2026-11-16,8
EMP00036,Employee_36,57,Female,Operations,Specialist,MCA,Hyderabad,2019-12-12,20,MGR041,2026-08-01,Present,10:04,19:28,64,8.9,Yes,Verified,Failed,Yes,Morning,1.6,No,,20,9,Pending,7.4,4.2,7.0,48218,16191,7601,56808,54,81,55,2,78,HRMS,59,77,Negative,No,15,57,High,Late,Payroll,2026-12-12,10
EMP00903,Employee_903,44,Male,Marketing,Engineer,Master,Bhubaneswar,2018-12-07,20,MGR048,2026-08-01,Present,10:18,20:37,62,9.1,Yes,Verified,Success,Yes,Evening,4.3,No,,19,28,Pending,7.7,4.8,7.2,131193,5905,3947,133151,95,73,64,3,4,Power BI,34,51,Neutral,No,43,52,High,Leave,Payroll,2026-12-07,12
EMP01779,Employee_1779,26,Male,Sales,Executive,Bachelor,Bhubaneswar,2022-01-23,11,MGR031,2026-08-01,Present,08:56,20:31,0,8.8,Yes,Verified,Failed,Yes,Night,2.2,Yes,Casual,10,19,Approved,8.7,7.3,5.0,96853,3772,4727,95898,57,86,55,5,70,SAP,35,97,Negative,No,15,7,Medium,Leave,Compliance,2026-01-23,3
EMP00828,Employee_828,24,Female,Operations,Specialist,MCA,Bangalore,2021-11-14,2,MGR051,2026-08-01,Present,09:06,18:39,0,8.9,Yes,Verified,Success,Yes,Evening,5.1,No,Earned,10,9,Rejected,6.9,4.6,6.8,121871,12024,2349,131546,52,90,92,3,17,SAP,80,64,Negative,No,43,59,Low,,Compliance,2026-11-14,5
EMP01854,Employee_1854,29,Female,Marketing,Specialist,MCA,Bangalore,2023-12-26,0,MGR065,2026-08-01,Present,08:13,18:48,0,7.3,Yes,Verified,Failed,Yes,Night,7.2,Yes,Sick,5,24,Approved,6.3,8.0,7.3,73942,12259,5736,80465,54,82,58,2,49,SQL,6,77,Negative,No,91,0,Medium,,,2026-12-26,12
EMP00408,Employee_408,45,Female,IT,Specialist,Master,Bhubaneswar,2024-07-04,13,MGR011,2026-08-01,Present,09:15,19:01,0,7.3,Yes,Failed,Failed,Yes,Evening,3.3,Yes,Sick,17,21,Pending,7.2,7.6,3.2,127193,3796,3847,127142,60,63,56,4,36,Java,69,84,Negative,No,91,8,Low,Late,,2026-07-04,1
EMP00921,Employee_921,52,Female,Operations,Executive,B.Tech,Hyderabad,2023-01-10,1,MGR070,2026-08-01,Present,09:57,19:31,0,9.6,Yes,Verified,Success,Yes,Evening,1.7,No,Casual,4,25,Pending,8.5,4.2,3.4,110434,19334,8769,120999,63,84,52,3,47,SQL,2,84,Negative,No,86,91,Medium,Late,Payroll,2026-01-10,8
EMP00538,Employee_538,32,Male,HR,Specialist,Bachelor,Hyderabad,2024-09-12,7,MGR028,2026-08-01,WFH,09:41,20:18,0,8.3,Yes,Verified,Success,Yes,Evening,3.2,No,Earned,15,28,Pending,6.9,5.2,6.7,66343,13941,2920,77364,73,78,64,3,76,HRMS,41,50,Positive,No,39,68,Low,Leave,,2026-09-12,8
EMP00759,Employee_759,55,Female,HR,Coordinator,Master,Bhubaneswar,2021-05-24,7,MGR076,2026-08-01,WFH,09:10,18:15,0,9.7,Yes,Verified,Success,Yes,Morning,0.6,No,Earned,15,30,Pending,8.8,7.8,6.7,97174,17368,7317,107225,92,48,84,5,60,SAP,20,98,Negative,No,73,25,High,,Payroll,2026-05-24,3
EMP01905,Employee_1905,48,Male,HR,Manager,MBA,Pune,2021-03-14,3,MGR047,2026-08-01,WFH,10:47,20:36,78,9.1,Yes,Verified,Failed,Yes,Morning,4.9,No,Sick,7,10,Rejected,7.1,6.8,4.4,123596,6865,9274,121187,66,42,89,5,58,SAP,39,45,Negative,No,46,13,Low,Performance,Payroll,2026-03-14,1
EMP01063,Employee_1063,60,Female,Operations,Analyst,MBA,Pune,2021-12-27,15,MGR016,2026-08-01,Present,09:28,19:13,0,8.8,Yes,Failed,Success,Yes,Morning,1.9,No,Sick,9,17,Approved,8.2,6.4,7.1,56142,514,5448,51208,85,69,92,5,4,Java,0,71,Neutral,No,50,97,Low,,Payroll,2026-12-27,4
EMP01200,Employee_1200,34,Male,Marketing,Manager,Bachelor,Chennai,2019-12-19,20,MGR063,2026-08-01,Absent,10:42,18:40,71,8.2,Yes,Verified,Success,Yes,Evening,2.7,No,Sick,1,22,Pending,6.8,7.0,2.8,61876,2140,227,63789,92,91,53,5,28,Java,94,66,Neutral,No,32,55,Medium,Leave,,2026-12-19,2
EMP00246,Employee_246,52,Male,Finance,Executive,MCA,Chennai,2020-03-26,12,MGR017,2026-08-01,Present,09:06,18:08,0,7.5,Yes,Failed,Success,Yes,Night,3.0,Yes,,8,21,Pending,7.3,6.4,2.0,80193,16025,9013,87205,80,58,68,2,62,SQL,97,67,Positive,No,89,19,High,Late,Compliance,2026-03-26,5
EMP01417,Employee_1417,21,Female,Finance,Analyst,Bachelor,Pune,2020-03-14,6,MGR019,2026-08-01,Present,08:01,18:41,0,7.8,Yes,Verified,Success,Yes,Morning,2.7,Yes,Sick,9,4,Pending,8.8,6.5,3.2,85321,16483,3348,98456,76,99,69,4,21,SAP,19,86,Positive,No,33,51,Medium,Leave,Payroll,2026-03-14,4
EMP01128,Employee_1128,40,Male,IT,Coordinator,MBA,Delhi,2019-09-02,2,MGR073,2026-08-01,Present,09:27,19:37,0,7.9,Yes,Verified,Success,Yes,Evening,7.5,Yes,Earned,3,11,Rejected,8.1,4.3,3.8,87545,6723,9990,84278,97,60,94,3,76,Java,47,100,Neutral,No,80,97,Low,Leave,,2026-09-02,9
EMP00785,Employee_785,24,Female,Marketing,Coordinator,MCA,Delhi,2024-05-13,5,MGR050,2026-08-01,Present,08:22,18:46,0,8.2,Yes,Verified,Failed,Yes,Night,0.0,No,Earned,6,7,Approved,9.0,4.9,5.4,72211,7988,20,80179,69,88,77,3,19,Java,64,71,Negative,No,29,25,High,Leave,Attrition,2026-05-13,6
EMP01743,Employee_1743,48,Male,Finance,Specialist,B.Tech,Chennai,2023-07-04,19,MGR058,2026-08-01,WFH,09:32,19:04,0,7.4,Yes,Failed,Success,Yes,Evening,3.9,No,,15,12,Approved,6.3,5.3,7.8,95826,3207,1681,97352,83,43,88,4,51,Power BI,83,87,Neutral,No,75,96,Medium,,,2026-07-04,9
EMP00490,Employee_490,60,Female,IT,Manager,MBA,Chennai,2022-05-13,2,MGR023,2026-08-01,WFH,08:57,18:42,0,7.4,Yes,Verified,Success,Yes,Night,1.1,No,,5,0,Approved,8.6,7.0,6.2,108079,779,6653,102205,53,45,70,3,14,AWS,27,95,Negative,No,33,44,High,Leave,Attrition,2026-05-13,11
EMP00155,Employee_155,37,Male,Marketing,Executive,Bachelor,Hyderabad,2021-05-19,14,MGR049,2026-08-01,Present,09:33,20:02,0,7.3,Yes,Failed,Failed,Yes,Evening,2.9,No,Sick,17,10,Pending,6.8,4.4,5.9,74781,12781,7775,79787,75,69,99,3,30,Excel,66,61,Negative,No,33,40,High,,,2026-05-19,2
EMP00962,Employee_962,33,Female,Finance,Engineer,B.Tech,Hyderabad,2022-05-23,9,MGR033,2026-08-01,Present,09:10,20:49,0,8.7,Yes,Verified,Failed,Yes,Morning,5.3,No,Casual,19,5,Rejected,8.3,7.7,2.0,31010,126,4523,26613,53,69,90,2,19,Power BI,56,65,Negative,No,74,30,Medium,Late,Attrition,2026-05-23,9
EMP00854,Employee_854,24,Male,Marketing,Engineer,B.Tech,Bhubaneswar,2022-01-03,13,MGR038,2026-08-01,Absent,10:49,20:42,71,9.0,Yes,Failed,Failed,Yes,Morning,0.0,Yes,Sick,20,11,Pending,8.4,6.9,4.5,36975,15870,7057,45788,86,93,69,4,32,SAP,27,84,Positive,No,79,56,High,,Payroll,2026-01-03,3
EMP01312,Employee_1312,37,Male,HR,Manager,MBA,Hyderabad,2021-05-10,1,MGR075,2026-08-01,Present,09:53,19:09,0,7.9,Yes,Verified,Failed,Yes,Evening,3.6,No,Sick,2,1,Pending,6.1,7.1,3.0,142584,18545,1944,159185,92,84,81,4,59,Python,25,63,Neutral,No,69,55,Medium,Late,,2026-05-10,8
EMP00626,Employee_626,21,Male,Sales,Specialist,B.Tech,Hyderabad,2019-02-14,16,MGR054,2026-08-01,Present,09:54,18:18,0,9.0,Yes,Verified,Success,Yes,Evening,0.4,No,Sick,8,8,Pending,6.3,4.7,3.5,81485,8998,93,90390,69,56,54,5,65,SAP,37,40,Positive,No,35,25,High,Performance,Attrition,2026-02-14,1
EMP00686,Employee_686,55,Female,HR,Analyst,B.Tech,Chennai,2022-06-19,5,MGR059,2026-08-01,Absent,09:11,20:10,0,7.6,Yes,Verified,Success,Yes,Evening,0.0,Yes,Casual,16,14,Rejected,7.2,7.8,7.9,78630,7739,7085,79284,70,50,61,3,70,Python,59,58,Negative,No,84,30,Medium,,Compliance,2026-06-19,6
EMP01562,Employee_1562,34,Male,Finance,Engineer,Bachelor,Bhubaneswar,2024-03-10,7,MGR063,2026-08-01,Present,08:36,20:52,0,7.6,Yes,Verified,Success,Yes,Night,0.6,No,Casual,6,15,Rejected,6.1,7.0,3.0,129369,4605,2883,131091,62,61,99,3,57,Excel,94,71,Negative,No,70,90,High,Leave,,2026-03-10,2
EMP00570,Employee_570,60,Female,Support,Engineer,Master,Bangalore,2022-08-29,19,MGR076,2026-08-01,Present,08:24,19:30,0,8.5,Yes,Verified,Failed,Yes,Morning,0.0,No,Sick,13,26,Approved,6.1,7.5,5.4,97420,16776,1819,112377,56,97,50,2,23,Java,70,40,Negative,No,80,46,Medium,Performance,,2026-08-29,1
EMP01909,Employee_1909,21,Female,IT,Analyst,B.Tech,Hyderabad,2021-12-01,14,MGR007,2026-08-01,Present,10:57,20:16,62,8.6,Yes,Failed,Success,Yes,Evening,2.6,Yes,Sick,10,1,Pending,7.9,6.5,3.3,119908,10863,8946,121825,84,80,68,2,44,HRMS,69,72,Negative,No,83,30,Low,Late,,2026-12-01,11
EMP00018,Employee_18,33,Male,IT,Coordinator,B.Tech,Pune,2021-10-26,17,MGR031,2026-08-01,Present,09:41,20:31,0,8.3,Yes,Verified,Success,Yes,Evening,2.4,Yes,Earned,19,22,Approved,6.9,6.3,4.8,97848,332,8464,89716,83,62,77,4,70,AWS,45,84,Neutral,No,44,39,Medium,Late,,2026-10-26,12
EMP00128,Employee_128,28,Female,Support,Engineer,Bachelor,Bhubaneswar,2020-08-24,18,MGR061,2026-08-01,Present,09:09,19:49,0,7.3,Yes,Verified,Success,Yes,Morning,5.0,No,,10,1,Pending,7.9,6.8,6.7,46936,9047,9579,46404,58,71,64,2,40,AWS,56,86,Positive,No,12,88,Medium,Leave,Compliance,2026-08-24,5
EMP01347,Employee_1347,50,Male,Support,Engineer,Bachelor,Bangalore,2024-05-16,15,MGR004,2026-08-01,Present,09:06,20:16,0,8.2,Yes,Verified,Failed,Yes,Morning,4.8,No,Earned,16,25,Rejected,6.7,4.9,5.8,30217,2321,1497,31041,76,91,86,4,18,SAP,44,79,Positive,No,72,39,Medium,,,2026-05-16,1
EMP01280,Employee_1280,45,Male,Finance,Manager,B.Tech,Bhubaneswar,2021-08-25,8,MGR035,2026-08-01,Present,09:09,20:45,0,9.3,Yes,Failed,Failed,Yes,Night,0.9,No,,10,2,Approved,7.8,6.6,2.7,140879,8159,9374,139664,59,77,66,4,13,SAP,55,47,Positive,No,22,39,High,Late,Compliance,2026-08-25,5
EMP01969,Employee_1969,27,Female,IT,Analyst,B.Tech,Chennai,2023-12-31,17,MGR041,2026-08-01,Present,09:30,19:18,0,7.5,Yes,Failed,Success,Yes,Night,1.2,No,Sick,4,3,Rejected,6.5,4.3,6.1,110556,8739,8528,110767,92,89,72,5,69,HRMS,76,49,Neutral,No,46,20,High,,,2026-12-31,4
EMP00928,Employee_928,47,Female,HR,Analyst,Bachelor,Hyderabad,2020-05-22,12,MGR001,2026-08-01,Present,09:40,19:07,0,7.6,Yes,Verified,Success,Yes,Evening,2.4,No,Earned,9,18,Pending,6.4,6.9,6.6,42001,3423,710,44714,59,83,93,4,16,Excel,76,62,Neutral,No,69,16,High,,Attrition,2026-05-22,7
EMP00981,Employee_981,55,Female,IT,Coordinator,MBA,Pune,2020-12-22,7,MGR065,2026-08-01,Present,10:23,18:10,68,8.9,Yes,Verified,Success,Yes,Evening,2.3,No,Casual,15,28,Pending,8.0,5.2,5.5,46849,2655,9080,40424,82,68,61,4,32,SAP,93,53,Neutral,No,37,83,High,Performance,Payroll,2026-12-22,11
EMP01965,Employee_1965,58,Male,Operations,Specialist,Bachelor,Bangalore,2022-01-05,16,MGR001,2026-08-01,Present,09:04,20:05,0,8.4,Yes,Failed,Success,Yes,Morning,6.4,Yes,Earned,12,14,Rejected,8.9,4.5,5.5,147845,5131,3070,149906,75,71,83,3,42,SAP,50,67,Positive,No,29,10,High,Performance,Attrition,2026-01-05,12
EMP00191,Employee_191,21,Female,HR,Coordinator,MCA,Pune,2018-04-29,10,MGR073,2026-08-01,Present,08:55,18:51,0,8.9,Yes,Verified,Success,Yes,Night,0.0,Yes,Earned,15,2,Pending,6.8,5.0,6.6,107359,8825,9735,106449,75,45,51,5,26,Power BI,49,89,Neutral,No,46,82,High,Late,,2026-04-29,5
EMP01140,Employee_1140,33,Female,Finance,Manager,MCA,Chennai,2022-08-12,17,MGR064,2026-08-01,Absent,08:36,20:11,0,7.2,Yes,Failed,Success,Yes,Night,3.6,No,Sick,5,5,Rejected,8.2,7.4,3.0,116897,18776,5773,129900,64,43,56,4,51,Java,93,54,Positive,No,94,31,High,Late,Attrition,2026-08-12,8
EMP00993,Employee_993,56,Male,Operations,Manager,Master,Pune,2019-05-21,18,MGR059,2026-08-01,Present,09:11,20:18,0,7.2,Yes,Failed,Success,Yes,Evening,2.2,Yes,Sick,13,5,Rejected,6.1,4.9,6.8,39072,13764,4680,48156,73,72,89,3,26,SAP,59,89,Positive,No,30,47,High,Late,Payroll,2026-05-21,9
EMP01956,Employee_1956,42,Male,Sales,Coordinator,MBA,Delhi,2020-01-22,20,MGR076,2026-08-01,Present,09:38,18:12,0,9.5,Yes,Verified,Success,Yes,Morning,4.6,No,Sick,10,15,Approved,7.4,6.9,5.8,34958,14798,8084,41672,76,67,53,2,45,SAP,78,64,Neutral,No,26,60,Low,Late,,2026-01-22,12
EMP01657,Employee_1657,27,Female,Marketing,Manager,MBA,Bhubaneswar,2022-04-17,20,MGR019,2026-08-01,Present,10:17,20:03,79,7.5,Yes,Failed,Success,Yes,Night,2.5,Yes,,7,6,Rejected,6.3,5.2,4.8,85814,717,744,85787,53,57,50,4,73,HRMS,89,96,Positive,No,64,18,High,Late,Compliance,2026-04-17,6
EMP00607,Employee_607,52,Female,HR,Engineer,B.Tech,Bhubaneswar,2021-07-17,18,MGR023,2026-08-01,WFH,09:09,20:21,0,9.5,Yes,Failed,Failed,Yes,Night,3.5,Yes,Casual,15,16,Pending,6.6,5.8,3.1,50749,5556,1200,55105,96,51,68,5,39,Java,57,58,Negative,No,87,0,Medium,Performance,Attrition,2026-07-17,1
EMP00181,Employee_181,39,Female,HR,Manager,MCA,Pune,2021-05-11,7,MGR080,2026-08-01,Present,09:05,20:54,0,8.7,Yes,Failed,Success,Yes,Evening,4.3,Yes,Earned,20,13,Approved,7.0,4.3,6.9,135150,17558,3507,149201,82,91,69,2,55,AWS,25,66,Neutral,No,42,79,High,Performance,Compliance,2026-05-11,1
EMP00302,Employee_302,34,Male,Sales,Analyst,B.Tech,Delhi,2023-07-28,19,MGR027,2026-08-01,Present,09:02,19:44,0,7.8,Yes,Verified,Failed,Yes,Night,2.0,Yes,Sick,4,15,Rejected,8.0,4.7,3.8,108200,2906,8459,102647,64,96,68,3,62,SAP,80,65,Negative,No,55,69,Medium,Leave,,2026-07-28,4
EMP00497,Employee_497,27,Male,IT,Coordinator,B.Tech,Bangalore,2024-07-11,0,MGR007,2026-08-01,Present,09:13,20:18,0,8.6,Yes,Failed,Success,Yes,Morning,5.9,Yes,,8,8,Approved,6.8,5.9,3.7,140614,10190,875,149929,63,86,58,4,67,SQL,8,66,Neutral,No,83,77,High,Late,,2026-07-11,11
EMP01721,Employee_1721,40,Male,HR,Specialist,Master,Pune,2023-10-04,19,MGR059,2026-08-01,Present,08:41,18:13,0,7.4,Yes,Failed,Success,Yes,Morning,2.4,No,Casual,8,1,Rejected,7.1,5.0,5.7,54533,6289,8919,51903,50,52,66,4,32,Python,43,74,Neutral,No,65,45,High,Leave,,2026-10-04,10
EMP01710,Employee_1710,53,Female,HR,Analyst,MBA,Bangalore,2023-09-03,2,MGR001,2026-08-01,WFH,09:50,20:38,0,8.7,Yes,Failed,Failed,Yes,Night,5.1,No,Earned,14,13,Rejected,6.0,6.7,4.4,124287,11117,4260,131144,76,98,92,4,49,SAP,73,53,Negative,No,82,94,Low,Performance,Compliance,2026-09-03,7
EMP01888,Employee_1888,60,Female,Sales,Specialist,B.Tech,Chennai,2022-07-04,18,MGR050,2026-08-01,Absent,09:29,20:12,0,8.4,Yes,Failed,Failed,Yes,Night,1.8,No,Earned,3,17,Rejected,8.4,6.9,5.1,85672,16984,6226,96430,97,84,88,3,52,HRMS,44,49,Positive,No,58,27,High,Leave,Attrition,2026-07-04,9
EMP01992,Employee_1992,22,Male,Sales,Executive,MCA,Hyderabad,2022-05-01,17,MGR007,2026-08-01,WFH,09:18,20:17,0,7.1,Yes,Verified,Success,Yes,Evening,1.1,No,Earned,9,27,Pending,6.2,5.9,4.9,75291,13914,3283,85922,86,49,94,4,29,Python,1,48,Negative,No,74,25,Medium,Late,Payroll,2026-05-01,5
EMP00518,Employee_518,21,Female,Support,Analyst,MCA,Delhi,2023-12-06,6,MGR009,2026-08-01,Present,10:23,20:19,72,7.6,Yes,Failed,Success,Yes,Evening,0.4,No,Casual,6,2,Approved,6.7,6.2,4.2,101329,11055,7722,104662,63,58,61,4,24,HRMS,20,99,Negative,No,27,4,Low,Late,Payroll,2026-12-06,8
